Date,Time,Call Volume,AHT
17-04-2020,08:00,640,343
17-04-2020,08:30,593,342
17-04-2020,09:00,576,344
17-04-2020,09:30,590,348
17-04-2020,10:00,929,348
17-04-2020,10:30,922,336
17-04-2020,11:00,947,339
17-04-2020,11:30,909,349
17-04-2020,12:00,989,339
17-04-2020,12:30,962,350
17-04-2020,13:00,912,349
17-04-2020,13:30,936,333
17-04-2020,14:00,890,346
17-04-2020,14:30,935,339
17-04-2020,15:00,882,349
17-04-2020,15:30,858,344
17-04-2020,16:00,956,334
17-04-2020,16:30,938,351
17-04-2020,17:00,596,352
17-04-2020,17:30,590,339
17-04-2020,18:00,644,342
17-04-2020,18:30,571,347
17-04-2020,19:00,644,347
17-04-2020,19:30,614,343
17-04-2020,20:00,575,334
17-04-2020,20:30,600,340
17-04-2020,21:00,629,350
17-04-2020,21:30,615,341
17-04-2020,22:00,616,339
17-04-2020,22:30,578,339
17-04-2020,23:00,629,340
17-04-2020,23:30,615,334
18-04-2020,00:00,337,370
18-04-2020,00:30,300,367
18-04-2020,01:00,326,366
18-04-2020,01:30,323,356
18-04-2020,02:00,303,366
18-04-2020,02:30,313,361
18-04-2020,03:00,325,364
18-04-2020,03:30,332,354
18-04-2020,04:00,362,353
18-04-2020,04:30,348,353
18-04-2020,05:00,336,354
18-04-2020,05:30,263,365
18-04-2020,06:00,335,359
18-04-2020,06:30,304,358
18-04-2020,07:00,332,358
18-04-2020,07:30,340,358
18-04-2020,08:00,351,367
18-04-2020,08:30,299,365
18-04-2020,09:00,358,365
18-04-2020,09:30,314,364
18-04-2020,10:00,387,364
18-04-2020,10:30,341,358
18-04-2020,11:00,395,366
18-04-2020,11:30,382,361
18-04-2020,12:00,390,364
18-04-2020,12:30,402,359
18-04-2020,13:00,412,353
18-04-2020,13:30,390,364
18-04-2020,14:00,430,354
18-04-2020,14:30,410,360
18-04-2020,15:00,379,366
18-04-2020,15:30,394,364
18-04-2020,16:00,426,365
18-04-2020,16:30,408,363
18-04-2020,17:00,325,357
18-04-2020,17:30,313,366
18-04-2020,18:00,328,363
18-04-2020,18:30,337,368
18-04-2020,19:00,315,354
18-04-2020,19:30,340,369
18-04-2020,20:00,330,367
18-04-2020,20:30,352,354
18-04-2020,21:00,371,369
18-04-2020,21:30,334,361
18-04-2020,22:00,323,367
18-04-2020,22:30,345,364
18-04-2020,23:00,356,370
18-04-2020,23:30,305,357
19-04-2020,00:00,391,379
19-04-2020,00:30,366,392
19-04-2020,01:00,355,394
19-04-2020,01:30,306,389
19-04-2020,02:00,366,393
19-04-2020,02:30,349,395
19-04-2020,03:00,341,381
19-04-2020,03:30,355,377
19-04-2020,04:00,332,389
19-04-2020,04:30,356,379
19-04-2020,05:00,322,391
19-04-2020,05:30,359,385
19-04-2020,06:00,346,387
19-04-2020,06:30,342,385
19-04-2020,07:00,373,379
19-04-2020,07:30,356,392
19-04-2020,08:00,360,394
19-04-2020,08:30,335,388
19-04-2020,09:00,356,381
19-04-2020,09:30,346,389
19-04-2020,10:00,443,380
19-04-2020,10:30,454,395
19-04-2020,11:00,375,392
19-04-2020,11:30,401,376
19-04-2020,12:00,405,377
19-04-2020,12:30,420,377
19-04-2020,13:00,414,395
19-04-2020,13:30,426,393
19-04-2020,14:00,433,388
19-04-2020,14:30,405,382
19-04-2020,15:00,396,378
19-04-2020,15:30,398,383
19-04-2020,16:00,456,379
19-04-2020,16:30,421,383
19-04-2020,17:00,341,385
19-04-2020,17:30,387,376
19-04-2020,18:00,363,382
19-04-2020,18:30,356,377
19-04-2020,19:00,362,377
19-04-2020,19:30,354,392
19-04-2020,20:00,379,384
19-04-2020,20:30,349,386
19-04-2020,21:00,372,381
19-04-2020,21:30,351,385
19-04-2020,22:00,327,389
19-04-2020,22:30,377,389
19-04-2020,23:00,384,384
19-04-2020,23:30,385,382
20-04-2020,00:00,599,357
20-04-2020,00:30,606,368
20-04-2020,01:00,539,364
20-04-2020,01:30,570,367
20-04-2020,02:00,587,369
20-04-2020,02:30,531,350
20-04-2020,03:00,561,351
20-04-2020,03:30,607,365
20-04-2020,04:00,582,362
20-04-2020,04:30,571,352
20-04-2020,05:00,544,363
20-04-2020,05:30,576,351
20-04-2020,06:00,561,350
20-04-2020,06:30,577,368
20-04-2020,07:00,573,369
20-04-2020,07:30,564,351
20-04-2020,08:00,584,354
20-04-2020,08:30,599,360
20-04-2020,09:00,583,350
20-04-2020,09:30,551,359
20-04-2020,10:00,869,356
20-04-2020,10:30,823,368
20-04-2020,11:00,807,357
20-04-2020,11:30,873,365
20-04-2020,12:00,825,368
20-04-2020,12:30,889,363
20-04-2020,13:00,844,365
20-04-2020,13:30,921,362
20-04-2020,14:00,852,352
20-04-2020,14:30,837,356
20-04-2020,15:00,858,358
20-04-2020,15:30,881,365
20-04-2020,16:00,858,355
20-04-2020,16:30,800,366
20-04-2020,17:00,529,364
20-04-2020,17:30,572,364
20-04-2020,18:00,571,356
20-04-2020,18:30,586,358
20-04-2020,19:00,608,358
20-04-2020,19:30,560,369
20-04-2020,20:00,532,355
20-04-2020,20:30,578,356
20-04-2020,21:00,556,365
20-04-2020,21:30,574,356
20-04-2020,22:00,577,365
20-04-2020,22:30,577,368
20-04-2020,23:00,572,355
20-04-2020,23:30,616,368
21-04-2020,00:00,701,397
21-04-2020,00:30,662,387
21-04-2020,01:00,643,387
21-04-2020,01:30,702,384
21-04-2020,02:00,689,384
21-04-2020,02:30,670,391
21-04-2020,03:00,649,389
21-04-2020,03:30,656,398
21-04-2020,04:00,667,392
21-04-2020,04:30,647,403
21-04-2020,05:00,697,401
21-04-2020,05:30,677,397
21-04-2020,06:00,657,388
21-04-2020,06:30,657,392
21-04-2020,07:00,669,393
21-04-2020,07:30,680,393
21-04-2020,08:00,682,392
21-04-2020,08:30,619,398
21-04-2020,09:00,694,398
21-04-2020,09:30,708,386
21-04-2020,10:00,1051,398
21-04-2020,10:30,1044,392
21-04-2020,11:00,1025,398
21-04-2020,11:30,1005,395
21-04-2020,12:00,1041,399
21-04-2020,12:30,1006,384
21-04-2020,13:00,959,385
21-04-2020,13:30,997,401
21-04-2020,14:00,1006,402
21-04-2020,14:30,995,396
21-04-2020,15:00,975,384
21-04-2020,15:30,1040,397
21-04-2020,16:00,1009,389
21-04-2020,16:30,1020,398
21-04-2020,17:00,716,384
21-04-2020,17:30,666,392
21-04-2020,18:00,705,400
21-04-2020,18:30,668,389
21-04-2020,19:00,646,384
21-04-2020,19:30,666,393
21-04-2020,20:00,734,403
21-04-2020,20:30,731,392
21-04-2020,21:00,658,391
21-04-2020,21:30,663,402
21-04-2020,22:00,646,401
21-04-2020,22:30,668,389
21-04-2020,23:00,649,396
21-04-2020,23:30,725,396
22-04-2020,00:00,598,464
22-04-2020,00:30,586,457
22-04-2020,01:00,605,466
22-04-2020,01:30,599,456
22-04-2020,02:00,650,458
22-04-2020,02:30,605,466
22-04-2020,03:00,643,463
22-04-2020,03:30,619,456
22-04-2020,04:00,618,463
22-04-2020,04:30,604,472
22-04-2020,05:00,613,465
22-04-2020,05:30,639,456
22-04-2020,06:00,579,454
22-04-2020,06:30,613,454
22-04-2020,07:00,600,456
22-04-2020,07:30,601,471
22-04-2020,08:00,598,460
22-04-2020,08:30,583,469
22-04-2020,09:00,628,462
22-04-2020,09:30,576,465
22-04-2020,10:00,909,469
22-04-2020,10:30,932,454
22-04-2020,11:00,897,472
22-04-2020,11:30,911,454
22-04-2020,12:00,938,468
22-04-2020,12:30,910,458
22-04-2020,13:00,925,471
22-04-2020,13:30,920,459
22-04-2020,14:00,907,468
22-04-2020,14:30,925,454
22-04-2020,15:00,910,454
22-04-2020,15:30,944,465
22-04-2020,16:00,932,469
22-04-2020,16:30,939,456
22-04-2020,17:00,589,456
22-04-2020,17:30,617,472
22-04-2020,18:00,625,456
22-04-2020,18:30,678,470
22-04-2020,19:00,648,454
22-04-2020,19:30,624,458
22-04-2020,20:00,647,471
22-04-2020,20:30,583,459
22-04-2020,21:00,638,467
22-04-2020,21:30,604,470
22-04-2020,22:00,577,472
22-04-2020,22:30,607,471
22-04-2020,23:00,637,471
22-04-2020,23:30,589,469
23-04-2020,00:00,594,359
23-04-2020,00:30,609,370
23-04-2020,01:00,644,356
23-04-2020,01:30,633,354
23-04-2020,02:00,594,354
23-04-2020,02:30,611,353
23-04-2020,03:00,632,361
23-04-2020,03:30,617,367
23-04-2020,04:00,571,368
23-04-2020,04:30,652,356
23-04-2020,05:00,620,359
23-04-2020,05:30,621,364
23-04-2020,06:00,618,364
23-04-2020,06:30,626,372
23-04-2020,07:00,636,369
23-04-2020,07:30,602,355
23-04-2020,08:00,644,356
23-04-2020,08:30,598,368
23-04-2020,09:00,625,366
23-04-2020,09:30,631,364
23-04-2020,10:00,917,356
23-04-2020,10:30,965,366
23-04-2020,11:00,912,358
23-04-2020,11:30,959,356
23-04-2020,12:00,903,363
23-04-2020,12:30,932,353
23-04-2020,13:00,955,358
23-04-2020,13:30,945,358
23-04-2020,14:00,965,364
23-04-2020,14:30,939,360
23-04-2020,15:00,919,367
23-04-2020,15:30,894,360
23-04-2020,16:00,989,360
23-04-2020,16:30,930,358
23-04-2020,17:00,602,368
23-04-2020,17:30,654,355
23-04-2020,18:00,648,355
23-04-2020,18:30,573,369
23-04-2020,19:00,630,366
23-04-2020,19:30,630,368
23-04-2020,20:00,665,362
23-04-2020,20:30,644,372
23-04-2020,21:00,627,354
23-04-2020,21:30,658,368
23-04-2020,22:00,593,353
23-04-2020,22:30,617,363
23-04-2020,23:00,685,357
23-04-2020,23:30,617,355
24-04-2020,00:00,550,334
24-04-2020,00:30,617,339
24-04-2020,01:00,568,328
24-04-2020,01:30,576,326
24-04-2020,02:00,563,341
24-04-2020,02:30,617,333
24-04-2020,03:00,617,322
24-04-2020,03:30,578,329
24-04-2020,04:00,602,329
24-04-2020,04:30,572,330
24-04-2020,05:00,606,336
24-04-2020,05:30,581,340
24-04-2020,06:00,596,335
24-04-2020,06:30,599,331
24-04-2020,07:00,577,337
24-04-2020,07:30,565,330
24-04-2020,08:00,562,335
24-04-2020,08:30,597,337
24-04-2020,09:00,612,327
24-04-2020,09:30,605,330
24-04-2020,10:00,900,335
24-04-2020,10:30,870,328
24-04-2020,11:00,921,340
24-04-2020,11:30,854,333
24-04-2020,12:00,879,327
24-04-2020,12:30,921,327
24-04-2020,13:00,899,339
24-04-2020,13:30,915,335
24-04-2020,14:00,875,335
24-04-2020,14:30,915,330
24-04-2020,15:00,908,336
24-04-2020,15:30,886,327
24-04-2020,16:00,895,335
24-04-2020,16:30,914,327
24-04-2020,17:00,598,326
24-04-2020,17:30,552,333
24-04-2020,18:00,628,323
24-04-2020,18:30,574,326
24-04-2020,19:00,579,328
24-04-2020,19:30,578,323
24-04-2020,20:00,616,323
24-04-2020,20:30,579,338
24-04-2020,21:00,545,332
24-04-2020,21:30,567,329
24-04-2020,22:00,594,330
24-04-2020,22:30,581,328
24-04-2020,23:00,596,329
24-04-2020,23:30,578,339
25-04-2020,00:00,434,420
25-04-2020,00:30,458,420
25-04-2020,01:00,451,424
25-04-2020,01:30,416,419
25-04-2020,02:00,481,421
25-04-2020,02:30,434,425
25-04-2020,03:00,404,433
25-04-2020,03:30,441,428
25-04-2020,04:00,417,421
25-04-2020,04:30,460,431
25-04-2020,05:00,393,432
25-04-2020,05:30,465,430
25-04-2020,06:00,447,419
25-04-2020,06:30,449,430
25-04-2020,07:00,424,429
25-04-2020,07:30,453,414
25-04-2020,08:00,428,428
25-04-2020,08:30,435,428
25-04-2020,09:00,451,425
25-04-2020,09:30,431,425
25-04-2020,10:00,540,429
25-04-2020,10:30,523,421
25-04-2020,11:00,529,426
25-04-2020,11:30,544,431
25-04-2020,12:00,507,433
25-04-2020,12:30,505,414
25-04-2020,13:00,539,433
25-04-2020,13:30,507,427
25-04-2020,14:00,537,425
25-04-2020,14:30,531,417
25-04-2020,15:00,532,431
25-04-2020,15:30,530,429
25-04-2020,16:00,535,429
25-04-2020,16:30,550,429
25-04-2020,17:00,443,426
25-04-2020,17:30,452,416
25-04-2020,18:00,432,414
25-04-2020,18:30,459,432
25-04-2020,19:00,452,426
25-04-2020,19:30,433,427
25-04-2020,20:00,435,422
25-04-2020,20:30,397,425
25-04-2020,21:00,431,427
25-04-2020,21:30,459,417
25-04-2020,22:00,429,429
25-04-2020,22:30,439,414
25-04-2020,23:00,445,425
25-04-2020,23:30,422,416
26-04-2020,00:00,457,347
26-04-2020,00:30,421,346
26-04-2020,01:00,380,345
26-04-2020,01:30,458,346
26-04-2020,02:00,413,361
26-04-2020,02:30,462,353
26-04-2020,03:00,448,364
26-04-2020,03:30,483,364
26-04-2020,04:00,464,359
26-04-2020,04:30,468,354
26-04-2020,05:00,451,352
26-04-2020,05:30,426,350
26-04-2020,06:00,435,349
26-04-2020,06:30,449,347
26-04-2020,07:00,442,348
26-04-2020,07:30,439,359
26-04-2020,08:00,467,351
26-04-2020,08:30,459,346
26-04-2020,09:00,482,359
26-04-2020,09:30,420,362
26-04-2020,10:00,530,363
26-04-2020,10:30,554,345
26-04-2020,11:00,580,356
26-04-2020,11:30,516,354
26-04-2020,12:00,500,358
26-04-2020,12:30,548,352
26-04-2020,13:00,556,348
26-04-2020,13:30,527,349
26-04-2020,14:00,527,354
26-04-2020,14:30,527,360
26-04-2020,15:00,512,351
26-04-2020,15:30,556,350
26-04-2020,16:00,476,364
26-04-2020,16:30,568,357
26-04-2020,17:00,422,355
26-04-2020,17:30,437,363
26-04-2020,18:00,430,349
26-04-2020,18:30,431,351
26-04-2020,19:00,494,364
26-04-2020,19:30,437,348
26-04-2020,20:00,448,351
26-04-2020,20:30,437,363
26-04-2020,21:00,455,353
26-04-2020,21:30,460,357
26-04-2020,22:00,430,352
26-04-2020,22:30,443,351
26-04-2020,23:00,445,363
26-04-2020,23:30,431,349
27-04-2020,00:00,536,453
27-04-2020,00:30,556,441
27-04-2020,01:00,614,454
27-04-2020,01:30,575,438
27-04-2020,02:00,518,439
27-04-2020,02:30,554,455
27-04-2020,03:00,572,452
27-04-2020,03:30,561,439
27-04-2020,04:00,591,452
27-04-2020,04:30,590,438
27-04-2020,05:00,542,440
27-04-2020,05:30,584,446
27-04-2020,06:00,583,450
27-04-2020,06:30,599,441
27-04-2020,07:00,553,455
27-04-2020,07:30,575,438
27-04-2020,08:00,582,456
27-04-2020,08:30,573,440
27-04-2020,09:00,551,449
27-04-2020,09:30,567,449
27-04-2020,10:00,837,455
27-04-2020,10:30,847,442
27-04-2020,11:00,851,444
27-04-2020,11:30,883,449
27-04-2020,12:00,798,453
27-04-2020,12:30,831,443
27-04-2020,13:00,800,453
27-04-2020,13:30,829,451
27-04-2020,14:00,868,451
27-04-2020,14:30,824,439
27-04-2020,15:00,832,450
27-04-2020,15:30,877,455
27-04-2020,16:00,853,447
27-04-2020,16:30,856,451
27-04-2020,17:00,548,453
27-04-2020,17:30,583,440
27-04-2020,18:00,557,439
27-04-2020,18:30,552,456
27-04-2020,19:00,561,454
27-04-2020,19:30,548,453
27-04-2020,20:00,604,439
27-04-2020,20:30,541,442
27-04-2020,21:00,537,442
27-04-2020,21:30,571,448
27-04-2020,22:00,554,444
27-04-2020,22:30,564,451
27-04-2020,23:00,575,448
27-04-2020,23:30,636,448
28-04-2020,00:00,777,447
28-04-2020,00:30,763,443
28-04-2020,01:00,806,457
28-04-2020,01:30,722,451
28-04-2020,02:00,705,451
28-04-2020,02:30,774,447
28-04-2020,03:00,722,450
28-04-2020,03:30,720,445
28-04-2020,04:00,723,453
28-04-2020,04:30,788,446
28-04-2020,05:00,709,441
28-04-2020,05:30,736,438
28-04-2020,06:00,763,447
28-04-2020,06:30,731,457
28-04-2020,07:00,724,439
28-04-2020,07:30,763,454
28-04-2020,08:00,731,455
28-04-2020,08:30,787,457
28-04-2020,09:00,775,445
28-04-2020,09:30,752,452
28-04-2020,10:00,1128,450
28-04-2020,10:30,1081,438
28-04-2020,11:00,1092,443
28-04-2020,11:30,1127,445
28-04-2020,12:00,1146,441
28-04-2020,12:30,1134,454
28-04-2020,13:00,1146,446
28-04-2020,13:30,1133,447
28-04-2020,14:00,1112,455
28-04-2020,14:30,1137,441
28-04-2020,15:00,1093,452
28-04-2020,15:30,1101,440
28-04-2020,16:00,1177,438
28-04-2020,16:30,1088,454
28-04-2020,17:00,776,451
28-04-2020,17:30,740,445
28-04-2020,18:00,718,452
28-04-2020,18:30,729,442
28-04-2020,19:00,738,454
28-04-2020,19:30,790,440
28-04-2020,20:00,720,446
28-04-2020,20:30,714,445
28-04-2020,21:00,723,456
28-04-2020,21:30,758,440
28-04-2020,22:00,747,443
28-04-2020,22:30,769,449
28-04-2020,23:00,710,447
28-04-2020,23:30,730,447
29-04-2020,00:00,509,313
29-04-2020,00:30,542,322
29-04-2020,01:00,529,330
29-04-2020,01:30,532,316
29-04-2020,02:00,547,327
29-04-2020,02:30,543,329
29-04-2020,03:00,512,317
29-04-2020,03:30,571,317
29-04-2020,04:00,514,312
29-04-2020,04:30,515,328
29-04-2020,05:00,523,315
29-04-2020,05:30,567,313
29-04-2020,06:00,535,325
29-04-2020,06:30,503,312
29-04-2020,07:00,541,331
29-04-2020,07:30,535,324
29-04-2020,08:00,524,325
29-04-2020,08:30,546,317
29-04-2020,09:00,520,317
29-04-2020,09:30,508,314
29-04-2020,10:00,775,317
29-04-2020,10:30,793,330
29-04-2020,11:00,816,316
29-04-2020,11:30,809,325
29-04-2020,12:00,794,316
29-04-2020,12:30,817,315
29-04-2020,13:00,747,312
29-04-2020,13:30,820,318
29-04-2020,14:00,767,315
29-04-2020,14:30,827,329
29-04-2020,15:00,783,331
29-04-2020,15:30,788,331
29-04-2020,16:00,771,312
29-04-2020,16:30,771,331
29-04-2020,17:00,511,329
29-04-2020,17:30,549,323
29-04-2020,18:00,589,325
29-04-2020,18:30,556,313
29-04-2020,19:00,507,319
29-04-2020,19:30,520,316
29-04-2020,20:00,502,316
29-04-2020,20:30,484,313
29-04-2020,21:00,514,331
29-04-2020,21:30,574,322
29-04-2020,22:00,545,320
29-04-2020,22:30,581,314
29-04-2020,23:00,581,317
29-04-2020,23:30,566,322
30-04-2020,00:00,628,341
30-04-2020,00:30,655,333
30-04-2020,01:00,635,347
30-04-2020,01:30,659,344
30-04-2020,02:00,688,347
30-04-2020,02:30,622,349
30-04-2020,03:00,632,337
30-04-2020,03:30,712,341
30-04-2020,04:00,638,333
30-04-2020,04:30,666,338
30-04-2020,05:00,656,340
30-04-2020,05:30,641,333
30-04-2020,06:00,682,343
30-04-2020,06:30,649,342
30-04-2020,07:00,641,338
30-04-2020,07:30,629,341
30-04-2020,08:00,710,338
30-04-2020,08:30,680,338
30-04-2020,09:00,618,333
30-04-2020,09:30,625,348
30-04-2020,10:00,993,334
30-04-2020,10:30,916,339
30-04-2020,11:00,937,333
30-04-2020,11:30,972,342
30-04-2020,12:00,1001,343
30-04-2020,12:30,971,339
30-04-2020,13:00,975,344
30-04-2020,13:30,978,344
30-04-2020,14:00,979,340
30-04-2020,14:30,960,349
30-04-2020,15:00,979,338
30-04-2020,15:30,990,340
30-04-2020,16:00,944,347
30-04-2020,16:30,972,347
30-04-2020,17:00,669,338
30-04-2020,17:30,648,347
30-04-2020,18:00,648,336
30-04-2020,18:30,645,346
30-04-2020,19:00,615,340
30-04-2020,19:30,664,333
30-04-2020,20:00,654,332
30-04-2020,20:30,628,349
30-04-2020,21:00,644,349
30-04-2020,21:30,662,340
30-04-2020,22:00,656,345
30-04-2020,22:30,639,349
30-04-2020,23:00,678,337
30-04-2020,23:30,676,342
01-05-2020,00:00,574,468
01-05-2020,00:30,628,456
01-05-2020,01:00,647,459
01-05-2020,01:30,636,456
01-05-2020,02:00,629,452
01-05-2020,02:30,636,454
01-05-2020,03:00,651,455
01-05-2020,03:30,668,464
01-05-2020,04:00,608,465
01-05-2020,04:30,635,460
01-05-2020,05:00,615,468
01-05-2020,05:30,660,456
01-05-2020,06:00,660,459
01-05-2020,06:30,651,452
01-05-2020,07:00,634,452
01-05-2020,07:30,597,451
01-05-2020,08:00,673,461
01-05-2020,08:30,643,465
01-05-2020,09:00,614,468
01-05-2020,09:30,659,451
01-05-2020,10:00,929,454
01-05-2020,10:30,957,457
01-05-2020,11:00,983,452
01-05-2020,11:30,982,466
01-05-2020,12:00,967,460
01-05-2020,12:30,940,452
01-05-2020,13:00,908,464
01-05-2020,13:30,896,468
01-05-2020,14:00,990,453
01-05-2020,14:30,940,456
01-05-2020,15:00,966,469
01-05-2020,15:30,942,459
01-05-2020,16:00,919,458
01-05-2020,16:30,952,468
01-05-2020,17:00,605,458
01-05-2020,17:30,626,460
01-05-2020,18:00,626,456
01-05-2020,18:30,650,464
01-05-2020,19:00,650,464
01-05-2020,19:30,613,469
01-05-2020,20:00,602,460
01-05-2020,20:30,613,464
01-05-2020,21:00,627,467
01-05-2020,21:30,646,463
01-05-2020,22:00,650,466
01-05-2020,22:30,643,469
01-05-2020,23:00,647,469
01-05-2020,23:30,620,460
02-05-2020,00:00,355,433
02-05-2020,00:30,373,449
02-05-2020,01:00,352,449
02-05-2020,01:30,376,432
02-05-2020,02:00,366,447
02-05-2020,02:30,386,446
02-05-2020,03:00,379,440
02-05-2020,03:30,368,450
02-05-2020,04:00,371,445
02-05-2020,04:30,347,435
02-05-2020,05:00,360,448
02-05-2020,05:30,359,436
02-05-2020,06:00,341,443
02-05-2020,06:30,338,448
02-05-2020,07:00,366,436
02-05-2020,07:30,364,436
02-05-2020,08:00,387,443
02-05-2020,08:30,345,442
02-05-2020,09:00,365,432
02-05-2020,09:30,391,434
02-05-2020,10:00,453,449
02-05-2020,10:30,458,446
02-05-2020,11:00,429,448
02-05-2020,11:30,438,438
02-05-2020,12:00,417,434
02-05-2020,12:30,395,438
02-05-2020,13:00,422,444
02-05-2020,13:30,487,432
02-05-2020,14:00,471,447
02-05-2020,14:30,469,433
02-05-2020,15:00,458,450
02-05-2020,15:30,415,449
02-05-2020,16:00,439,450
02-05-2020,16:30,465,444
02-05-2020,17:00,368,433
02-05-2020,17:30,376,441
02-05-2020,18:00,379,445
02-05-2020,18:30,358,441
02-05-2020,19:00,403,449
02-05-2020,19:30,376,437
02-05-2020,20:00,410,440
02-05-2020,20:30,359,439
02-05-2020,21:00,361,451
02-05-2020,21:30,389,432
02-05-2020,22:00,356,438
02-05-2020,22:30,356,451
02-05-2020,23:00,388,437
02-05-2020,23:30,411,450
03-05-2020,00:00,363,324
03-05-2020,00:30,352,332
03-05-2020,01:00,351,334
03-05-2020,01:30,347,325
03-05-2020,02:00,348,334
03-05-2020,02:30,362,323
03-05-2020,03:00,310,325
03-05-2020,03:30,350,323
03-05-2020,04:00,325,340
03-05-2020,04:30,347,329
03-05-2020,05:00,341,332
03-05-2020,05:30,364,338
03-05-2020,06:00,371,329
03-05-2020,06:30,346,335
03-05-2020,07:00,324,331
03-05-2020,07:30,352,337
03-05-2020,08:00,310,332
03-05-2020,08:30,326,330
03-05-2020,09:00,335,335
03-05-2020,09:30,358,341
03-05-2020,10:00,421,339
03-05-2020,10:30,415,335
03-05-2020,11:00,410,328
03-05-2020,11:30,390,325
03-05-2020,12:00,404,328
03-05-2020,12:30,414,330
03-05-2020,13:00,444,329
03-05-2020,13:30,414,332
03-05-2020,14:00,395,337
03-05-2020,14:30,421,334
03-05-2020,15:00,401,324
03-05-2020,15:30,392,340
03-05-2020,16:00,445,325
03-05-2020,16:30,435,341
03-05-2020,17:00,343,329
03-05-2020,17:30,334,339
03-05-2020,18:00,333,340
03-05-2020,18:30,341,329
03-05-2020,19:00,357,341
03-05-2020,19:30,373,335
03-05-2020,20:00,331,338
03-05-2020,20:30,351,330
03-05-2020,21:00,338,336
03-05-2020,21:30,351,328
03-05-2020,22:00,334,341
03-05-2020,22:30,317,340
03-05-2020,23:00,358,328
03-05-2020,23:30,357,323
04-05-2020,00:00,650,327
04-05-2020,00:30,643,333
04-05-2020,01:00,678,320
04-05-2020,01:30,693,332
04-05-2020,02:00,727,328
04-05-2020,02:30,666,316
04-05-2020,03:00,649,334
04-05-2020,03:30,642,329
04-05-2020,04:00,664,334
04-05-2020,04:30,668,327
04-05-2020,05:00,652,316
04-05-2020,05:30,686,319
04-05-2020,06:00,657,325
04-05-2020,06:30,698,320
04-05-2020,07:00,656,327
04-05-2020,07:30,668,333
04-05-2020,08:00,644,321
04-05-2020,08:30,647,324
04-05-2020,09:00,715,333
04-05-2020,09:30,679,331
04-05-2020,10:00,997,323
04-05-2020,10:30,1046,317
04-05-2020,11:00,916,326
04-05-2020,11:30,1063,331
04-05-2020,12:00,960,329
04-05-2020,12:30,1042,334
04-05-2020,13:00,917,323
04-05-2020,13:30,1048,331
04-05-2020,14:00,1004,324
04-05-2020,14:30,1003,335
04-05-2020,15:00,1017,318
04-05-2020,15:30,991,330
04-05-2020,16:00,1024,324
04-05-2020,16:30,1004,332
04-05-2020,17:00,648,331
04-05-2020,17:30,696,320
04-05-2020,18:00,671,321
04-05-2020,18:30,667,323
04-05-2020,19:00,625,324
04-05-2020,19:30,679,316
04-05-2020,20:00,700,324
04-05-2020,20:30,654,335
04-05-2020,21:00,642,327
04-05-2020,21:30,668,335
04-05-2020,22:00,650,328
04-05-2020,22:30,621,328
04-05-2020,23:00,620,320
04-05-2020,23:30,706,320
05-05-2020,00:00,535,378
05-05-2020,00:30,537,380
05-05-2020,01:00,550,376
05-05-2020,01:30,576,385
05-05-2020,02:00,534,382
05-05-2020,02:30,583,387
05-05-2020,03:00,522,369
05-05-2020,03:30,492,385
05-05-2020,04:00,529,387
05-05-2020,04:30,563,375
05-05-2020,05:00,528,380
05-05-2020,05:30,551,383
05-05-2020,06:00,551,377
05-05-2020,06:30,573,378
05-05-2020,07:00,550,369
05-05-2020,07:30,541,371
05-05-2020,08:00,495,385
05-05-2020,08:30,531,372
05-05-2020,09:00,549,369
05-05-2020,09:30,588,371
05-05-2020,10:00,850,387
05-05-2020,10:30,859,386
05-05-2020,11:00,894,382
05-05-2020,11:30,783,373
05-05-2020,12:00,809,371
05-05-2020,12:30,803,370
05-05-2020,13:00,827,385
05-05-2020,13:30,900,377
05-05-2020,14:00,790,381
05-05-2020,14:30,847,379
05-05-2020,15:00,796,370
05-05-2020,15:30,843,382
05-05-2020,16:00,816,373
05-05-2020,16:30,828,382
05-05-2020,17:00,512,386
05-05-2020,17:30,556,378
05-05-2020,18:00,580,376
05-05-2020,18:30,556,375
05-05-2020,19:00,563,387
05-05-2020,19:30,535,370
05-05-2020,20:00,549,379
05-05-2020,20:30,566,378
05-05-2020,21:00,538,384
05-05-2020,21:30,571,379
05-05-2020,22:00,531,374
05-05-2020,22:30,558,387
05-05-2020,23:00,581,372
05-05-2020,23:30,562,375
06-05-2020,00:00,670,388
06-05-2020,00:30,701,389
06-05-2020,01:00,687,393
06-05-2020,01:30,698,397
06-05-2020,02:00,626,400
06-05-2020,02:30,650,395
06-05-2020,03:00,694,396
06-05-2020,03:30,663,384
06-05-2020,04:00,696,400
06-05-2020,04:30,610,395
06-05-2020,05:00,681,397
06-05-2020,05:30,680,385
06-05-2020,06:00,678,393
06-05-2020,06:30,690,400
06-05-2020,07:00,714,383
06-05-2020,07:30,718,397
06-05-2020,08:00,651,394
06-05-2020,08:30,659,391
06-05-2020,09:00,730,395
06-05-2020,09:30,688,389
06-05-2020,10:00,1013,389
06-05-2020,10:30,1004,391
06-05-2020,11:00,1016,382
06-05-2020,11:30,1095,392
06-05-2020,12:00,996,389
06-05-2020,12:30,1066,386
06-05-2020,13:00,1030,390
06-05-2020,13:30,1054,393
06-05-2020,14:00,1011,400
06-05-2020,14:30,988,384
06-05-2020,15:00,979,385
06-05-2020,15:30,1017,386
06-05-2020,16:00,1014,398
